CONCERNS,Search,OLD ID#,Fiorella data ID#,FAO - ID,FAO - biblio ID,IN FAO or Fiorella?,# data points,ID#,Source,journal,Year,Geographic_location,Geographic Location - Cleaned,HDI,DemersPelag,EnvTemp,Form,Form - Clean,Season,SeasonCL,Species_from_search,Family,Matt - Comments,not sure,Other Info - INFOODS ONLY,DW protein,DW minerals,DW vitamins,DW FA,Ambig Protein,Ambig Minerals,Ambig Vitamins,Ambig FA,Protein - Sample Weight,Protein - Replicates,Protein - Value,Protein - Variance,Protein - Unit,PrRel,PrSt,Zn - Sample Weight,Zn - Replicates,Zn - Value,Zn - Variance,Zn - Unit,ZnRel,ZnSt,Ca - Sample Weight,Ca - Replicates,Ca - Value,Ca - Variance,Ca - Unit,CaRel,CaSt,Fe - Sample Weight,Fe - Replicates,Fe - Value,Fe - Variance,Fe - Unit,FeRel,FeSt,Se - Sample Weight,Se - Replicates,Se - Value,Se - Variance,Se - Unit,SeRel,SeSt,P - Sample Weight,P - Replicates,P - Value,P - Variance,P - Unit,PRel,PSt,Mg - Sample Weight,Mg - Replicates,Mg - Value,Mg - Variance,Mg - Unit,MgRel,MgSt,Potential mixup with N3.6_PUFA,Potential mixup with Vitamin A (1=does not clearly state total vitamin A),VitA - Sample Weight,VitA - Replicates,VitA - Value,VitA - Variance,VitA - Unit,VitARel,VitASt,VitB12 - Sample Weight,VitB12 - Replicates,VitB12 - Value,VitB12 - Variance,VitB12 - Unit,VitB12Rel,VitB12St,PUFA - Sample Weight,PUFA - Replicates,PUFA - Reported Value,PUFA - Value,PUFA - Variance,PUFA - Unit,PUFARel,PUFASt,EPA - Sample Weight,EPA - Replicates,EPA - Reported Value,EPA - Value,EPA - Variance,EPA - Unit,EPARel,EPASt,DHA - Sample Weight,DHA - Replicates,DHA - Reported Value,DHA - Value,DHA - Variance,DHA - Unit,DHARel,DHASt,O3 - Sample Weight,O3 - Replicates,n.3 - Reported Value,O3 - Value,O3 - Variance,O3 - Unit,O3Rel,O3St,O6 - Sample Weight,O6 - Replicates,n.6 - Reported Value,O6 - Value,O6 - Variance,O6 - Unit,O6Rel,O6St,Count,,,,,,
,WOS/Scopus,A_27,,,,,,A_11,"Mohanty, Bimal; Mahanty, Arabinda; Ganguly, Satabdi; Sankar, T V; Chakraborty, Kajal; Rangasamy, Anandan; Paul, Baidyanath; Sarma, Debajit; Mathew, Suseela; Asha, Kurukkan Kunnath; Behera, Bijay; Aftabuddin, Md; Debnath, Dipesh; Vijayagopal, P; Sridhar, N; Akhtar, M S; Sahi, Neetu; Mitra, Tandrima; Banerjee, Sudeshna; Paria, Prasenjit; Das, Debajeet; Das, Pushpita; Vijayan, K K; Laxmanan, P T; Sharma, A P",Journal of amino acids,2014,India,India,Medium,pelagic-neritic,tropical,muscle,muscle,,,Tenualosa ilisha,Clupidae,"A) Fishes were cleaned, descaled, degutted, minced, and homogenized B) Freshly caught fishes were collected from either the landing centers or the local fish markets",,,,,,,,,,,,3,20.7,2.7,%,20.7,0.66552901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein composition values expressed as mean % + SE of three replicates (using Kjeldahl method). Although the manuscript never explicity says wet weight for the protein readings, we can infer it is wet weight because of the method used",,,,,
,WOS/Scopus,,,,,,,A_12,"Mohanty, Bimal; Mahanty, Arabinda; Ganguly, Satabdi; Sankar, T V; Chakraborty, Kajal; Rangasamy, Anandan; Paul, Baidyanath; Sarma, Debajit; Mathew, Suseela; Asha, Kurukkan Kunnath; Behera, Bijay; Aftabuddin, Md; Debnath, Dipesh; Vijayagopal, P; Sridhar, N; Akhtar, M S; Sahi, Neetu; Mitra, Tandrima; Banerjee, Sudeshna; Paria, Prasenjit; Das, Debajeet; Das, Pushpita; Vijayan, K K; Laxmanan, P T; Sharma, A P",Journal of amino acids,2014,India,India,Medium,benthopelagic,tropical,muscle,muscle,,,Amblypharyngodon mola,Cyprinidae,"A) Fishes were cleaned, descaled, degutted, minced, and homogenized B) Freshly caught fishes were collected from either the landing centers or the local fish markets",,,,,,,,,,,,3,16.3,0.4,%,16.3,0.290102389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein composition values expressed as mean % + SE of three replicates (using Kjeldahl method). Although the manuscript never explicity says wet weight for the protein readings, we can infer it is wet weight because of the method used",,,,,
,WOS/Scopus,,,,,,,A_13,"Mohanty, Bimal; Mahanty, Arabinda; Ganguly, Satabdi; Sankar, T V; Chakraborty, Kajal; Rangasamy, Anandan; Paul, Baidyanath; Sarma, Debajit; Mathew, Suseela; Asha, Kurukkan Kunnath; Behera, Bijay; Aftabuddin, Md; Debnath, Dipesh; Vijayagopal, P; Sridhar, N; Akhtar, M S; Sahi, Neetu; Mitra, Tandrima; Banerjee, Sudeshna; Paria, Prasenjit; Das, Debajeet; Das, Pushpita; Vijayan, K K; Laxmanan, P T; Sharma, A P",Journal of amino acids,2014,India,India,Medium,benthopelagic,subtropical,muscle,muscle,,,Tor putitora,Cyprinidae,"A) Fishes were cleaned, descaled, degutted, minced, and homogenized B) Freshly caught fishes were collected from either the landing centers or the local fish markets",,,,,,,,,,,,3,17,0.2,%,17,0.349829352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein composition values expressed as mean % + SE of three replicates (using Kjeldahl method). Although the manuscript never explicity says wet weight for the protein readings, we can infer it is wet weight because of the method used",,,,,
,WOS/Scopus,,,,,,,A_14,"Mohanty, Bimal; Mahanty, Arabinda; Ganguly, Satabdi; Sankar, T V; Chakraborty, Kajal; Rangasamy, Anandan; Paul, Baidyanath; Sarma, Debajit; Mathew, Suseela; Asha, Kurukkan Kunnath; Behera, Bijay; Aftabuddin, Md; Debnath, Dipesh; Vijayagopal, P; Sridhar, N; Akhtar, M S; Sahi, Neetu; Mitra, Tandrima; Banerjee, Sudeshna; Paria, Prasenjit; Das, Debajeet; Das, Pushpita; Vijayan, K K; Laxmanan, P T; Sharma, A P",Journal of amino acids,2014,India,India,Medium,demersal,tropical,muscle,muscle,,,Schizothorax richardsonii,Cyprinidae,"A) Fishes were cleaned, descaled, degutted, minced, and homogenized B) Freshly caught fishes were collected from either the landing centers or the local fish markets",,,,,,,,,,,,3,16.3,0.1,%,16.3,0.290102389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein composition values expressed as mean % + SE of three replicates (using Kjeldahl method). Although the manuscript never explicity says wet weight for the protein readings, we can infer it is wet weight because of the method used",,,,,
,WOS/Scopus,,,,,,,A_15,"Mohanty, Bimal; Mahanty, Arabinda; Ganguly, Satabdi; Sankar, T V; Chakraborty, Kajal; Rangasamy, Anandan; Paul, Baidyanath; Sarma, Debajit; Mathew, Suseela; Asha, Kurukkan Kunnath; Behera, Bijay; Aftabuddin, Md; Debnath, Dipesh; Vijayagopal, P; Sridhar, N; Akhtar, M S; Sahi, Neetu; Mitra, Tandrima; Banerjee, Sudeshna; Paria, Prasenjit; Das, Debajeet; Das, Pushpita; Vijayan, K K; Laxmanan, P T; Sharma, A P",Journal of amino acids,2014,India,India,Medium,benthopelagic,tropical,muscle,muscle,,,Neolissochilus hexagonolepis,Cyprinidae,"A) Fishes were cleaned, descaled, degutted, minced, and homogenized B) Freshly caught fishes were collected from either the landing centers or the local fish markets",,,,,,,,,,,,3,18.2,0.3,%,18.2,0.45221843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein composition values expressed as mean % + SE of three replicates (using Kjeldahl method). Although the manuscript never explicity says wet weight for the protein readings, we can infer it is wet weight because of the method used",,,,,
sample from freshwater,WOS/Scopus,A_63,,,,,,A_16,"Gladyshev, Michail I.; Lepskaya, Ekaterina V.; Sushchik, Nadezhda N.; Makhutova, Olesia N.; Kalachova, Galina S.; Malyshevskaya, Kseniya K.; Markevich, Grigory N.",Comparison of Polyunsaturated Fatty Acids Content in Filets of Anadromous and Landlocked Sockeye Salmon Oncorhynchus Nerka,2012,Russia,Russia,Very High,pelagic-oceanic,temperate,muscle,muscle,August,,Oncorhynchus nerka,Salmonidae,"A) Muscle tissues (fillets) below the dorsal fin were taken as the samples. Mass of samples ranged from 0.5-1g wet weight. Each sample represented an idndividual fish B) Total of 10 specimens (n=10) were obtained Kurilskoye Lake, situated in the Kamchatka Peninsula",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5-1g,10,,0.075,,g/100g,0.075,0.03625102,0.5-1g,10,,0.186,,g/100g,0.186,0.041676588,,,,,,,,,,,,,,,,,1,A) EPA and DHA values expressed as mg/100g wet weight,,,,,
,WOS/Scopus,,,,,,,A_17,"Gladyshev, Michail I.; Lepskaya, Ekaterina V.; Sushchik, Nadezhda N.; Makhutova, Olesia N.; Kalachova, Galina S.; Malyshevskaya, Kseniya K.; Markevich, Grigory N.",Comparison of Polyunsaturated Fatty Acids Content in Filets of Anadromous and Landlocked Sockeye Salmon Oncorhynchus Nerka,2012,Russia,Russia,Very High,pelagic-oceanic,temperate,muscle,muscle,August,,Oncorhynchus nerka,Salmonidae,"A) Muscle tissues (fillets) below the dorsal fin were taken as the samples. Mass of samples ranged from 0.5-1g wet weight. Each sample represented an idndividual fish B) Total of 10 specimens (n=10) were obtained Kurilskoye Lake, situated in the Kamchatka Peninsula",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5-1g,10,,0.064,,g/100g,0.064,0.030711513,0.5-1g,10,,0.147,,g/100g,0.147,0.031926848,,,,,,,,,,,,,,,,,1,A) EPA and DHA values expressed as mg/100g wet weight,,,,,
,WOS/Scopus,A_64,,,,,,A_18,"Marimuthu, K.; Thilaga, M.; Kathiresan, S.; Xavier, R.; Mas, R. H. M. H.",JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,2012,Malaysia,Malaysia,High,benthopelagic,tropical,muscle,muscle,,,Channa striata,Channidae,"A) Fish were eviscerated and beheaded, then were filleted and fillets were divided into five groups, each group having 5 fillets (raw=5 fillets) B) Fish were also hand de-boned and ground in a kitchen blender to ensure homogeneity C) Species (n=25) were obtained from the local fish market in Sungai Petani, Kedah Darul Aman, Malaysia",,,,1,,,,,,,,3,13.9,2.89,%,13.9,0.085324232,5g,3,0.51,0.14,mg/100g,,,5g,3,29,2.537,mg/100g,,,5g,3,0.64,0.37,mg/100g,,,,,,,,,,5g,3,124,14.4456,mg/100g,,,5g,3,21.5,2.01,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Protein composition values represented as mean % + SD of triplicates B) Mineral composition values expressed as mg/kg fish dry weight + SD of triplicates,,,,,
,WOS/Scopus,B_10,,,,1,8,A_19,"Bogard, Jessica R.; Thilsted, Shakuntala H.; Marks, Geoffrey C.; Wahab, Md Abdul; Hossain, Mostafa A. R.; Jakobsen, Jette; Stangoulis, James",JOURNAL OF FOOD COMPOSITION AND ANALYSIS,2015,Bangladesh,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,whole (minus parts)*,,,Mastacembelus armatus,Mastacembelidae,"A) Fish species were homogenised as per raw edible parts prior to analysis and subsamples of the homogenate were taken, with size appropriate for individual analytical tests (10–100 g) B)*Anatomical parts excluded before analysis: Bones, viscera, fins, skin, dorsal spine, snout C) Sample from Mymensingh",,,,,,,,,,,10–100 g,1,17.9,,%,,,10–100 g,1,1.1,,mg/100g,,,10–100 g,1,449,,mg/100g,,,10–100 g,1,1.9,,mg/100g,,,10–100 g,1,12,,μg/100 g,,,,,,,,,,10–100 g,1,35,,mg/100g,,,,,10–100 g,1,27,,μg/100 g,,,10–100 g,1,1.72,,μg/100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) All results are presented as per 100 g raw, edible parts. B) All protein components and minerals were analyzed in duplicate and presented here as the mean C) Quantification of vitamin A activity included all-trans-retinol, 13-cis-retinol, all-trans-3,4-dehydroretinol and 13-cis-3,4-dehydroretinol (referred to as μg RAE - retinol activity equivalent) D) Fatty acid components are presented here as per analytical results and total n-6 polyunsaturated fatty acids (PUFA) and n-3 PUFA were calculated from the fatty acid profile.",,,,,
sample from inland,WOS/Scopus,B_11,,,,1,9,A_20,"Bogard, Jessica R.; Thilsted, Shakuntala H.; Marks, Geoffrey C.; Wahab, Md Abdul; Hossain, Mostafa A. R.; Jakobsen, Jette; Stangoulis, James",JOURNAL OF FOOD COMPOSITION AND ANALYSIS,2015,Bangladesh,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,whole (minus parts)*,,,Glossogobius giuris,Gobiidae,"A) Fish species were homogenised as per raw edible parts prior to analysis and subsamples of the homogenate were taken, with size appropriate for individual analytical tests (10–100 g) B)*Anatomical parts excluded before analysis: Viscera, fins, scales C) Sample from Mymensingh",,,,,,,,,,,10–100 g,1,16.6,,%,,,10–100 g,1,2.1,,mg/100g,,,10–100 g,1,790,,mg/100g,,,10–100 g,1,2.3,,mg/100g,,,10–100 g,1,31,,μg/100 g,,,10–100 g,1,520,,mg/100g,,,10–100 g,1,38,,mg/100g,,,,,10–100 g,1,18,,μg/100 g,,,10–100 g,1,2.1,,μg/100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) All results are presented as per 100 g raw, edible parts. B) All protein components and minerals were analyzed in duplicate and presented here as the mean C) Quantification of vitamin A activity included all-trans-retinol, 13-cis-retinol, all-trans-3,4-dehydroretinol and 13-cis-3,4-dehydroretinol (referred to as μg RAE - retinol activity equivalent) D) Fatty acid components are presented here as per analytical results and total n-6 polyunsaturated fatty acids (PUFA) and n-3 PUFA were calculated from the fatty acid profile.",,,,,0
,WOS/Scopus,,,,,1,9,A_21,"Bogard, Jessica R.; Thilsted, Shakuntala H.; Marks, Geoffrey C.; Wahab, Md Abdul; Hossain, Mostafa A. R.; Jakobsen, Jette; Stangoulis, James",JOURNAL OF FOOD COMPOSITION AND ANALYSIS,2015,Bangladesh,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,whole (minus parts)*,,,Trichogaster fasciata,Gourami,"A) Fish species were homogenised as per raw edible parts prior to analysis and subsamples of the homogenate were taken, with size appropriate for individual analytical tests (10–100 g) B)*Anatomical parts excluded before analysis: Viscera, fins, scales C) Sample from Mymensingh",,,,,,,,,,,10–100 g,1,15.2,,%,,,10–100 g,1,2.3,,mg/100g,,,10–100 g,1,1700,,mg/100g,,,10–100 g,1,4.1,,mg/100g,,,10–100 g,2,26,,μg/100 g,,,10–100 g,1,910,,mg/100g,,,10–100 g,1,44,,mg/100g,,,,,10–100 g,1,46,,μg/100 g,,,10–100 g,2,5.55,,μg/100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) All results are presented as per 100 g raw, edible parts. B) All protein components and minerals were analyzed in duplicate and presented here as the mean C) Quantification of vitamin A activity included all-trans-retinol, 13-cis-retinol, all-trans-3,4-dehydroretinol and 13-cis-3,4-dehydroretinol (referred to as μg RAE - retinol activity equivalent) D) Fatty acid components are presented here as per analytical results and total n-6 polyunsaturated fatty acids (PUFA) and n-3 PUFA were calculated from the fatty acid profile.",,,,,
,WOS/Scopus,B_12,,,,1,8,A_22,"Bogard, Jessica R.; Thilsted, Shakuntala H.; Marks, Geoffrey C.; Wahab, Md Abdul; Hossain, Mostafa A. R.; Jakobsen, Jette; Stangoulis, James",JOURNAL OF FOOD COMPOSITION AND ANALYSIS,2015,Bangladesh,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,whole (minus parts)*,,,Parambassis ranga,Ambassidae,"A) Fish species were homogenised as per raw edible parts prior to analysis and subsamples of the homogenate were taken, with size appropriate for individual analytical tests (10–100 g) B)*Anatomical parts excluded before analysis: Viscera, fins C) Sample from Khulna",,,,,,,,,,,10–100 g,1,15.5,,%,,,10–100 g,1,2.6,,mg/100g,,,10–100 g,1,1153,,mg/100g,,,10–100 g,1,2.1,,mg/100g,,,10–100 g,3,22,,μg/100 g,,,,,,,,,,10–100 g,1,45,,mg/100g,,,,,10–100 g,1,336,,μg/100 g,,,10–100 g,3,6.42,,μg/100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) All results are presented as per 100 g raw, edible parts. B) All protein components and minerals were analyzed in duplicate and presented here as the mean C) Quantification of vitamin A activity included all-trans-retinol, 13-cis-retinol, all-trans-3,4-dehydroretinol and 13-cis-3,4-dehydroretinol (referred to as μg RAE - retinol activity equivalent) D) Fatty acid components are presented here as per analytical results and total n-6 polyunsaturated fatty acids (PUFA) and n-3 PUFA were calculated from the fatty acid profile.",,,,,
,WOS/Scopus,B_13,,,,1,8,A_23,"Bogard, Jessica R.; Thilsted, Shakuntala H.; Marks, Geoffrey C.; Wahab, Md Abdul; Hossain, Mostafa A. R.; Jakobsen, Jette; Stangoulis, James",JOURNAL OF FOOD COMPOSITION AND ANALYSIS,2015,Bangladesh,Bangladesh,Medium,pelagic,subtropical,whole (minus parts)*,whole (minus parts)*,,,Gudusia chapra,Clupeidae,"A) Fish species were homogenised as per raw edible parts prior to analysis and subsamples of the homogenate were taken, with size appropriate for individual analytical tests (10–100 g) B)*Anatomical parts excluded before analysis: Viscera, fins, scales C) Sample from Mymensingh",,,,,,,,,,,10–100 g,1,15.5,,%,,,10–100 g,1,2.1,,mg/100g,,,10–100 g,1,1063,,mg/100g,,,10–100 g,1,7.6,,mg/100g,,,10–100 g,4,13.4,,μg/100 g,,,,,,,,,,10–100 g,1,41,,mg/100g,,,,,10–100 g,1,73,,μg/100 g,,,10–100 g,4,6.99,,μg/100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) All results are presented as per 100 g raw, edible parts. B) All protein components and minerals were analyzed in duplicate and presented here as the mean C) Quantification of vitamin A activity included all-trans-retinol, 13-cis-retinol, all-trans-3,4-dehydroretinol and 13-cis-3,4-dehydroretinol (referred to as μg RAE - retinol activity equivalent) D) Fatty acid components are presented here as per analytical results and total n-6 polyunsaturated fatty acids (PUFA) and n-3 PUFA were calculated from the fatty acid profile.",,,,,
,WOS/Scopus,B_14,,,,1,9,A_24,"Bogard, Jessica R.; Thilsted, Shakuntala H.; Marks, Geoffrey C.; Wahab, Md Abdul; Hossain, Mostafa A. R.; Jakobsen, Jette; Stangoulis, James",JOURNAL OF FOOD COMPOSITION AND ANALYSIS,2015,Bangladesh,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,whole (minus parts)*,,,Chela cachius,Cyprinidae,"A) Fish species were homogenised as per raw edible parts prior to analysis and subsamples of the homogenate were taken, with size appropriate for individual analytical tests (10–100 g) B)*Anatomical parts excluded before analysis: Viscera, fins, scales C) Sample from Mymensingh",,,,,,,,,,,10–100 g,1,15.2,,%,,,10–100 g,1,4.7,,mg/100g,,,10–100 g,1,1000,,mg/100g,,,10–100 g,1,0.84,,mg/100g,,,10–100 g,5,32,,μg/100 g,,,10–100 g,1,590,,mg/100g,,,10–100 g,1,39,,mg/100g,,,,,10–100 g,1,132,,μg/100 g,,,10–100 g,5,5.64,,μg/100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) All results are presented as per 100 g raw, edible parts. B) All protein components and minerals were analyzed in duplicate and presented here as the mean C) Quantification of vitamin A activity included all-trans-retinol, 13-cis-retinol, all-trans-3,4-dehydroretinol and 13-cis-3,4-dehydroretinol (referred to as μg RAE - retinol activity equivalent) D) Fatty acid components are presented here as per analytical results and total n-6 polyunsaturated fatty acids (PUFA) and n-3 PUFA were calculated from the fatty acid profile.",,,,,
,WOS/Scopus,B_15,,,,1,8,A_25,"Bogard, Jessica R.; Thilsted, Shakuntala H.; Marks, Geoffrey C.; Wahab, Md Abdul; Hossain, Mostafa A. R.; Jakobsen, Jette; Stangoulis, James",JOURNAL OF FOOD COMPOSITION AND ANALYSIS,2015,Bangladesh,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,whole (minus parts)*,,,Esomus danrica,Cyprinidae,"A) Fish species were homogenised as per raw edible parts prior to analysis and subsamples of the homogenate were taken, with size appropriate for individual analytical tests (10–100 g) B)*Anatomical parts excluded before analysis: Viscera, scales C) Sample from Mymensingh",,,,,,,,,,,10–100 g,1,15.5,,%,,,10–100 g,1,4,,mg/100g,,,10–100 g,1,891,,mg/100g,,,10–100 g,1,12,,mg/100g,,,10–100 g,6,12,,μg/100 g,,,,,,,,,,10–100 g,1,38,,mg/100g,,,,,10–100 g,1,660,,μg/100 g,,,10–100 g,6,12.5,,μg/100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) All results are presented as per 100 g raw, edible parts. B) All protein components and minerals were analyzed in duplicate and presented here as the mean C) Quantification of vitamin A activity included all-trans-retinol, 13-cis-retinol, all-trans-3,4-dehydroretinol and 13-cis-3,4-dehydroretinol (referred to as μg RAE - retinol activity equivalent) D) Fatty acid components are presented here as per analytical results and total n-6 polyunsaturated fatty acids (PUFA) and n-3 PUFA were calculated from the fatty acid profile.",,,,,
,WOS/Scopus,,,,,1,9,A_26,"Bogard, Jessica R.; Thilsted, Shakuntala H.; Marks, Geoffrey C.; Wahab, Md Abdul; Hossain, Mostafa A. R.; Jakobsen, Jette; Stangoulis, James",JOURNAL OF FOOD COMPOSITION AND ANALYSIS,2015,Bangladesh,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,whole (minus parts)*,,,Osteobrama cotio,Cyprinidae,"A) Fish species were homogenised as per raw edible parts prior to analysis and subsamples of the homogenate were taken, with size appropriate for individual analytical tests (10–100 g) B)*Anatomical parts excluded before analysis: Viscera, fins, scales C) Sample from Mymensingh",,,,,,,,,,,10–100 g,1,14.7,,%,,,10–100 g,1,3.7,,mg/100g,,,10–100 g,1,1200,,mg/100g,,,10–100 g,1,1.8,,mg/100g,,,10–100 g,7,29,,μg/100 g,,,10–100 g,1,660,,mg/100g,,,10–100 g,1,39,,mg/100g,,,,,10–100 g,1,918,,μg/100 g,,,10–100 g,7,4.7,,μg/100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) All results are presented as per 100 g raw, edible parts. B) All protein components and minerals were analyzed in duplicate and presented here as the mean C) Quantification of vitamin A activity included all-trans-retinol, 13-cis-retinol, all-trans-3,4-dehydroretinol and 13-cis-3,4-dehydroretinol (referred to as μg RAE - retinol activity equivalent) D) Fatty acid components are presented here as per analytical results and total n-6 polyunsaturated fatty acids (PUFA) and n-3 PUFA were calculated from the fatty acid profile.",,,,,
sample from inland,WOS/Scopus,B_16,,,,1,9,A_27,"Bogard, Jessica R.; Thilsted, Shakuntala H.; Marks, Geoffrey C.; Wahab, Md Abdul; Hossain, Mostafa A. R.; Jakobsen, Jette; Stangoulis, James",JOURNAL OF FOOD COMPOSITION AND ANALYSIS,2015,Bangladesh,Bangladesh,Medium,pelagic-neritic,tropical,whole (minus parts)*,whole (minus parts)*,,,Hyporhamphus limbatus,Hemiramphidae,"A) Fish species were homogenised as per raw edible parts prior to analysis and subsamples of the homogenate were taken, with size appropriate for individual analytical tests (10–100 g) B)*Anatomical parts excluded before analysis: Viscera, fins C) Sample from Khulna",,,,,,,,,,,10–100 g,1,17.9,,%,,,10–100 g,1,3.6,,mg/100g,,,10–100 g,1,1300,,mg/100g,,,10–100 g,1,1.5,,mg/100g,,,10–100 g,8,28,,μg/100 g,,,10–100 g,1,770,,mg/100g,,,10–100 g,1,51,,mg/100g,,,,,10–100 g,1,98,,μg/100 g,,,10–100 g,8,3,,μg/100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) All results are presented as per 100 g raw, edible parts. B) All protein components and minerals were analyzed in duplicate and presented here as the mean C) Quantification of vitamin A activity included all-trans-retinol, 13-cis-retinol, all-trans-3,4-dehydroretinol and 13-cis-3,4-dehydroretinol (referred to as μg RAE - retinol activity equivalent) D) Fatty acid components are presented here as per analytical results and total n-6 polyunsaturated fatty acids (PUFA) and n-3 PUFA were calculated from the fatty acid profile.",,,,,0
,WOS/Scopus,B_17,,,,1,8,A_28,"Bogard, Jessica R.; Thilsted, Shakuntala H.; Marks, Geoffrey C.; Wahab, Md Abdul; Hossain, Mostafa A. R.; Jakobsen, Jette; Stangoulis, James",JOURNAL OF FOOD COMPOSITION AND ANALYSIS,2015,Bangladesh,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,whole (minus parts)*,,,Notopterus notopterus,Notopteridae,"A) Fish species were homogenised as per raw edible parts prior to analysis and subsamples of the homogenate were taken, with size appropriate for individual analytical tests (10–100 g) B)*Anatomical parts excluded before analysis: Bones, viscera, fins, scales, opercolum C) Sample from Mymensingh",,,,,,,,,,,10–100 g,1,20.5,,%,,,10–100 g,1,1.6,,mg/100g,,,10–100 g,1,230,,mg/100g,,,10–100 g,1,1.7,,mg/100g,,,10–100 g,1,22,,μg/100 g,,,10–100 g,1,270,,mg/100g,,,10–100 g,1,34,,mg/100g,,,,,10–100 g,1,nd,,μg/100 g,,,10–100 g,1,2,,μg/100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) All results are presented as per 100 g raw, edible parts. B) All protein components and minerals were analyzed in duplicate and presented here as the mean C) Quantification of vitamin A activity included all-trans-retinol, 13-cis-retinol, all-trans-3,4-dehydroretinol and 13-cis-3,4-dehydroretinol (referred to as μg RAE - retinol activity equivalent) D) Fatty acid components are presented here as per analytical results and total n-6 polyunsaturated fatty acids (PUFA) and n-3 PUFA were calculated from the fatty acid profile.",,,,,
